GCVS S And                      =M31 V0894
GCVS AL Sct                     =CC Sct
GCVS V0431 Sct                  =NSV 10890
GCVS V0471 Sct                  =NSV 11168
GCVS V0473 Sct                  =NSV 24584
GCVS V0478 Sct                  =NSV 10736
GCVS V0480 Sct                  =NSV 10851
GCVS V0482 Sct                  =NSV 11266
GCVS V0487 Sct                  =V0597 Aql
GCVS V0488 Sct                  =V1500 Aql
GCVS V0489 Sct                  =V1024 Sgr
GCVS V0490 Sct                  =V1049 Sgr
GCVS V0491 Sct                  =V1050 Sgr
GCVS V0492 Sct                  =NSV 10697
GCVS V0493 Sct                  =NSV 10862
GCVS V0494 Sct                  =NSV 10982
GCVS V0495 Sct                  =NSV 11381
GCVS V0499 Sct                  =NSV 24440
GCVS V0614 Sct                  =NSV 10834
GCVS V0615 Sct                  =NSV 10846
GCVS V0644 Sct                  =NSV 11129
GCVS V0645 Sct                  =NSV 11174
GCVS V0646 Sct                  =NSV 11202
GCVS V0647 Sct                  =NSV 11282
GCVS V0648 Sct                  =NSV 11293
GCVS V0649 Sct                  =NSV 11341
GCVS V0650 Sct                  =NSV 11344
GCVS V0651 Sct                  =NSV 11370
GCVS V0652 Sct                  =NSV 11405
GCVS V0653 Sct                  =NSV 11415
GCVS V0654 Sct                  =NSV 11424
GCVS V0655 Sct                  =NSV 11454
GCVS V0656 Sct                  =NSV 11532
GCVS V0657 Sct                  =NSV 11545
GCVS V0658 Sct                  =NSV 11571
GCVS LZ Ser                     =NSV 09375
GCVS MN Ser                     =NSV 11346
GCVS MT Ser                     =NSV 08841
GCVS MW Ser                     =NSV 07098
GCVS MX Ser                     =NSV 07530
GCVS NW Ser                     =NSV 10688
GCVS NY Ser                     =NSV 06990
GCVS OW Ser                     =NSV 07079
GCVS V0341 Ser                  =NSV 24033
GCVS V0343 Ser                  =NSV 24326
GCVS V0380 Ser                  =NSV 07075
GCVS V0382 Ser                  =NSV 20406
GCVS V0389 Ser                  =NSV 10251
GCVS V0390 Ser                  =NSV 10266
GCVS V0391 Ser                  =NSV 10642
GCVS V0392 Ser                  =NSV 10353
GCVS V0394 Ser                  =NSV 10391
GCVS V0395 Ser                  =NSV 10394
GCVS V0396 Ser                  =NSV 10472
GCVS V0397 Ser                  =NSV 10475
GCVS V0398 Ser                  =NSV 10479
GCVS V0399 Ser                  =NSV 10497
GCVS V0400 Ser                  =NSV 10499
GCVS V0401 Ser                  =NSV 10579
GCVS V0402 Ser                  =NSV 10463
GCVS V0403 Ser                  =NSV 10601
GCVS V0404 Ser                  =V3917 Sgr
GCVS V0405 Ser                  =NSV 08638
GCVS V0406 Ser                  =NSV 09124
GCVS V0407 Ser                  =NSV 09248
GCVS V0408 Ser                  =NSV 09457
GCVS V0409 Ser                  =NSV 09938
GCVS V0410 Ser                  =NSV 10095
GCVS V0411 Ser                  =NSV 24327
GCVS V0412 Ser                  =NSV 10400
GCVS V0413 Ser                  =NSV 24512
GCVS V0426 Ser                  =NSV 07029
GCVS V0472 Ser                  =NSV 07261
GCVS V0580 Ser                  =NSV 07533
GCVS V0582 Ser                  =NSV 07544
GCVS V0583 Ser                  =NSV 07558
GCVS V0585 Ser                  =NSV 07582
GCVS V0586 Ser                  =NSV 07594
GCVS V0587 Ser                  =NSV 07617
GCVS V0588 Ser                  =NSV 07630
GCVS V0590 Ser                  =NSV 08492
GCVS V0591 Ser                  =NSV 08516
GCVS V0592 Ser                  =NSV 08546
GCVS V0593 Ser                  =NSV 08545
GCVS V0594 Ser                  =NSV 08547
GCVS V0595 Ser                  =NSV 08554
GCVS V0596 Ser                  =NSV 08611
GCVS V0597 Ser                  =NSV 08847
GCVS V0598 Ser                  =NSV 09008
GCVS V0599 Ser                  =NSV 09153
GCVS V0600 Ser                  =NSV 09194
GCVS V0601 Ser                  =NSV 09198
GCVS V0602 Ser                  =NSV 09210
GCVS V0603 Ser                  =NSV 09236
GCVS V0604 Ser                  =NSV 09238
GCVS V0605 Ser                  =NSV 09359
GCVS V0606 Ser                  =NSV 09437
GCVS V0609 Ser                  =NSV 09660
GCVS V0610 Ser                  =NSV 09668
GCVS V0611 Ser                  =NSV 09687
GCVS V0612 Ser                  =NSV 09795
GCVS V0614 Ser                  =NSV 09935
GCVS V0615 Ser                  =NSV 09956
GCVS V0616 Ser                  =NSV 09977
GCVS V0661 Ser                  =NSV 10210
GCVS V0663 Ser                  =NSV 10285
GCVS V0664 Ser                  =NSV 10306
GCVS V0668 Ser                  =NSV 11105
GCVS V0669 Ser                  =NSV 11159
GCVS TT Sex                     =NSV 04621
GCVS TW Sex                     =NSV 04671
GCVS VV Sex                     =NSV 04612
GCVS WZ Sex                     =NSV 04784
GCVS XZ Sex                     =NSV 18400
GCVS YZ Sex                     =NSV 04902
GCVS BP Sex                     =NSV 18514
GCVS ER Tau                     =V0554 Aur
GCVS ES Tau                     =V0555 Aur
GCVS LO Tau                     =NSV 01231
GCVS LO Tau                     =NSV 01290
GCVS V0337 Tau                  =NSV 01370
GCVS V0355 Tau                  =V0704 Tau
GCVS V0357 Tau                  =V0803 Tau
GCVS V0392 Tau                  =V0391 Tau
GCVS V0404 Tau                  =V0580 Tau
GCVS V0438 Tau                  =NSV 01256
GCVS V0464 Tau                  =NSV 01378
GCVS V0506 Tau                  =NSV 01238
GCVS V0508 Tau                  =V0708 Tau
GCVS V0515 Tau                  =V0628 Tau
GCVS V0518 Tau                  =V0786 Tau
GCVS V0539 Tau                  =NSV 01298
GCVS V0614 Tau                  =V0505 Tau
GCVS V0629 Tau                  =V0745 Tau
GCVS V0634 Tau                  =V0393 Tau
GCVS V0692 Tau                  =NSV 01420
GCVS V0737 Tau                  =V0616 Tau
GCVS V0738 Tau                  =NSV 01240
GCVS V0738 Tau                  =NSV 15743
GCVS V0738 Tau                  =V1209 Tau
GCVS V0774 Tau                  =NSV 01536
GCVS V0815 Tau                  =NSV 01295
GCVS V0831 Tau                  =NSV 01647
GCVS V0836 Tau                  =NSV 01811
GCVS V0842 Tau                  =NSV 01229
GCVS V0845 Tau                  =NSV 01239
GCVS V0847 Tau                  =NSV 01247
GCVS V0860 Tau                  =NSV 01291
GCVS V0862 Tau                  =NSV 01294
GCVS V0863 Tau                  =NSV 01299
GCVS V0866 Tau                  =NSV 01307
GCVS V0868 Tau                  =NSV 01326
GCVS V0869 Tau                  =NSV 01319
GCVS V0869 Tau                  =NSV 01330
GCVS V0870 Tau                  =NSV 01323
GCVS V0871 Tau                  =NSV 01325
GCVS V0873 Tau                  =NSV 01331
GCVS V0874 Tau                  =NSV 01332
GCVS V0876 Tau                  =NSV 01349
GCVS V0879 Tau                  =NSV 01293
GCVS V0882 Tau                  =NSV 01309
GCVS V0891 Tau                  =NSV 01534
GCVS V0927 Tau                  =NSV 01630
GCVS V0955 Tau                  =NSV 01695
GCVS V0961 Tau                  =NSV 02602
GCVS V0971 Tau                  =NSV 01287
GCVS V1001 Tau                  =NSV 01715
GCVS V1010 Tau                  =NSV 01281
GCVS V1022 Tau                  =NSV 01464
GCVS V1026 Tau                  =NSV 01656
GCVS V1059 Tau                  =NSV 01699
GCVS V1060 Tau                  =NSV 01737
GCVS V1081 Tau                  =NSV 01702
GCVS V1084 Tau                  =NSV 01255
GCVS V1085 Tau                  =NSV 01274
GCVS V1088 Tau                  =NSV 01350
GCVS V1089 Tau                  =NSV 01353
GCVS V1090 Tau                  =NSV 01356
GCVS V1099 Tau                  =NSV 01537
GCVS V1112 Tau                  =NSV 01651
GCVS V1116 Tau                  =NSV 01663
GCVS V1121 Tau                  =NSV 01132
GCVS V1130 Tau                  =NSV 01381
GCVS V1139 Tau                  =NSV 01529
GCVS V1159 Tau                  =NSV 01934
GCVS V1168 Tau                  =NSV 15750
GCVS V1170 Tau                  =NSV 15752
GCVS V1171 Tau                  =NSV 15769
GCVS V1172 Tau                  =NSV 01304
GCVS V1175 Tau                  =NSV 15810
GCVS V1211 Tau                  =NSV 01377
GCVS V1212 Tau                  =NSV 15820
GCVS V1214 Tau                  =NSV 16172
GCVS V1215 Tau                  =NSV 16280
GCVS V1216 Tau                  =NSV 01932
GCVS V1217 Tau                  =NSV 16320
GCVS V1219 Tau                  =NSV 16678
GCVS V1224 Tau                  =NSV 15705
GCVS V1225 Tau                  =NSV 15732
GCVS V1227 Tau                  =NSV 01278
GCVS V1232 Tau                  =NSV 15940
GCVS V1233 Tau                  =NSV 01597
GCVS V1240 Tau                  =BG Aur
GCVS V1241 Tau                  =WX Eri
GCVS V1242 Tau                  =NSV 01226
GCVS V1243 Tau                  =NSV 15791
GCVS V1244 Tau                  =NSV 01343
GCVS V1245 Tau                  =NSV 01387
GCVS V1246 Tau                  =NSV 01383
GCVS V1247 Tau                  =NSV 01497
GCVS V1248 Tau                  =NSV 16072
GCVS V1249 Tau                  =NSV 01668
GCVS V1250 Tau                  =NSV 01677
GCVS V1251 Tau                  =NSV 01697
GCVS V1252 Tau                  =NSV 01845
GCVS V1253 Tau                  =NSV 01885
GCVS V1254 Tau                  =NSV 16275
GCVS V1255 Tau                  =NSV 01976
GCVS V1256 Tau                  =NSV 01987
GCVS V1257 Tau                  =NSV 02181
GCVS V1258 Tau                  =NSV 02249
GCVS V1259 Tau                  =NSV 02442
GCVS V1260 Tau                  =NSV 02503
GCVS V1261 Tau                  =NSV 02520
GCVS V1262 Tau                  =NSV 02617
GCVS V1268 Tau                  =NSV 15737
GCVS V1271 Tau                  =NSV 15748
GCVS V1282 Tau                  =NSV 01344
GCVS V1283 Tau                  =NSV 01358
GCVS V1289 Tau                  =NSV 15836
GCVS V1304 Tau                  =NSV 01478
GCVS V1309 Tau                  =NSV 15926
GCVS V1313 Tau                  =NSV 15941
GCVS V1334 Tau                  =NSV 01706
GCVS V1368 Tau                  =NSV 16322
GCVS V1369 Tau                  =NSV 02086
GCVS V1371 Tau                  =NSV 16350
GCVS EU Tel                     =NSV 10988
GCVS PU Tel                     =NSV 10516
GCVS PV Tel                     =NSV 10687
GCVS PY Tel                     =NSV 10672
GCVS V0349 Tel                  =NSV 24896
GCVS V0351 Tel                  =NSV 11243
GCVS V0352 Tel                  =NSV 11320
GCVS V0352 Tel                  =NSV 11324
GCVS V0353 Tel                  =NSV 24596
GCVS V0354 Tel                  =NSV 10789
GCVS V0355 Tel                  =NSV 10845
GCVS V0356 Tel                  =NSV 11075
GCVS V0357 Tel                  =NSV 11114
GCVS V0358 Tel                  =NSV 11107
GCVS V0359 Tel                  =NSV 24564
GCVS V0360 Tel                  =NSV 11359
GCVS V0361 Tel                  =NSV 11425
GCVS V0362 Tel                  =NSV 24620
GCVS V0363 Tel                  =NSV 11764
GCVS V0364 Tel                  =NSV 12222
GCVS V0365 Tel                  =NSV 12283
GCVS V0366 Tel                  =NSV 12326
GCVS V0367 Tel                  =NSV 12438
GCVS V0368 Tel                  =NSV 12502
GCVS V0369 Tel                  =NSV 12974
GCVS V0370 Tel                  =NSV 10625
GCVS V0371 Tel                  =NSV 10746
GCVS V0372 Tel                  =NSV 10800
GCVS V0373 Tel                  =NSV 10880
GCVS V0375 Tel                  =NSV 11178
GCVS V0376 Tel                  =NSV 11328
GCVS V0377 Tel                  =NSV 11751
GCVS V0378 Tel                  =NSV 11936
GCVS V0380 Tel                  =NSV 24877
GCVS V0383 Tel                  =NSV 10300
GCVS V0385 Tel                  =NSV 10986
GCVS V0386 Tel                  =NSV 11332
GCVS V0387 Tel                  =NSV 11533
GCVS V0391 Tel                  =NSV 10281
GCVS V0392 Tel                  =NSV 10283
GCVS V0393 Tel                  =NSV 10286
GCVS V0394 Tel                  =NSV 10305
GCVS V0395 Tel                  =NSV 10293
GCVS V0396 Tel                  =NSV 10318
GCVS V0397 Tel                  =NSV 10325
GCVS V0397 Tel                  =NSV 10327
GCVS V0398 Tel                  =NSV 10348
GCVS V0399 Tel                  =NSV 10352
GCVS V0400 Tel                  =NSV 10384
GCVS V0401 Tel                  =NSV 10388
GCVS V0402 Tel                  =NSV 10413
GCVS V0403 Tel                  =NSV 10414
GCVS V0404 Tel                  =NSV 10427
GCVS V0405 Tel                  =NSV 10412
GCVS V0406 Tel                  =NSV 10453
GCVS V0407 Tel                  =NSV 10461
GCVS V0408 Tel                  =NSV 10474
GCVS V0409 Tel                  =NSV 10480
GCVS V0410 Tel                  =NSV 10494
GCVS V0411 Tel                  =NSV 10496
GCVS V0412 Tel                  =NSV 10515
GCVS V0413 Tel                  =NSV 10512
GCVS V0414 Tel                  =NSV 10521
GCVS V0415 Tel                  =NSV 10531
GCVS V0416 Tel                  =NSV 10544
GCVS V0417 Tel                  =NSV 10598
GCVS V0418 Tel                  =NSV 10611
GCVS V0419 Tel                  =NSV 10615
GCVS V0420 Tel                  =NSV 10634
GCVS V0421 Tel                  =NSV 10659
GCVS V0423 Tel                  =NSV 10702
GCVS V0424 Tel                  =NSV 10716
GCVS V0425 Tel                  =NSV 10729
GCVS V0426 Tel                  =NSV 10734
GCVS V0427 Tel                  =NSV 10770
GCVS V0428 Tel                  =NSV 10775
GCVS V0429 Tel                  =NSV 10790
GCVS V0430 Tel                  =NSV 10808
GCVS V0431 Tel                  =NSV 10830
GCVS V0432 Tel                  =NSV 10838
GCVS V0433 Tel                  =NSV 10847
GCVS V0434 Tel                  =NSV 10854
GCVS V0435 Tel                  =NSV 10924
GCVS V0436 Tel                  =NSV 10917
GCVS V0437 Tel                  =NSV 10925
GCVS V0438 Tel                  =NSV 10940
GCVS V0439 Tel                  =NSV 10961
GCVS V0440 Tel                  =NSV 10954
GCVS V0441 Tel                  =NSV 10957
GCVS V0442 Tel                  =NSV 10983
GCVS V0443 Tel                  =NSV 10990
GCVS V0444 Tel                  =NSV 10999
GCVS V0445 Tel                  =NSV 11025
GCVS V0446 Tel                  =NSV 11023
GCVS V0447 Tel                  =NSV 11031
GCVS V0448 Tel                  =NSV 11044
GCVS V0449 Tel                  =NSV 11047
GCVS V0450 Tel                  =NSV 11074
GCVS V0451 Tel                  =NSV 11094
GCVS V0452 Tel                  =NSV 11102
GCVS V0453 Tel                  =NSV 11095
GCVS V0454 Tel                  =NSV 11108
GCVS V0455 Tel                  =NSV 11130
GCVS V0456 Tel                  =NSV 11125
GCVS V0457 Tel                  =NSV 11134
GCVS V0458 Tel                  =NSV 11137
GCVS V0459 Tel                  =NSV 11153
GCVS V0460 Tel                  =NSV 11167
GCVS V0461 Tel                  =NSV 11162
GCVS V0462 Tel                  =NSV 11218
GCVS V0463 Tel                  =NSV 11232
GCVS V0464 Tel                  =NSV 11223
GCVS V0465 Tel                  =NSV 11224
GCVS V0466 Tel                  =NSV 11230
GCVS V0467 Tel                  =NSV 11257
GCVS V0468 Tel                  =NSV 11262
GCVS V0469 Tel                  =NSV 11267
GCVS V0470 Tel                  =NSV 11279
GCVS V0471 Tel                  =NSV 11287
GCVS V0472 Tel                  =NSV 11300
GCVS V0473 Tel                  =NSV 11304
GCVS V0474 Tel                  =NSV 11318
GCVS V0475 Tel                  =NSV 11322
GCVS V0476 Tel                  =NSV 11319
GCVS V0477 Tel                  =NSV 11331
GCVS V0478 Tel                  =NSV 11326
GCVS V0479 Tel                  =NSV 11329
GCVS V0480 Tel                  =NSV 11336
GCVS V0481 Tel                  =NSV 11334
GCVS V0482 Tel                  =NSV 11347
GCVS V0483 Tel                  =NSV 11375
GCVS V0484 Tel                  =NSV 11395
GCVS V0485 Tel                  =NSV 11448
GCVS V0486 Tel                  =NSV 11496
GCVS V0487 Tel                  =NSV 11497
GCVS V0488 Tel                  =NSV 11528
GCVS V0489 Tel                  =NSV 11541
GCVS V0490 Tel                  =NSV 11547
GCVS V0491 Tel                  =NSV 11560
GCVS V0492 Tel                  =NSV 11589
GCVS V0493 Tel                  =NSV 11672
GCVS V0494 Tel                  =NSV 11734
GCVS V0495 Tel                  =NSV 11738
GCVS V0496 Tel                  =NSV 11758
GCVS V0497 Tel                  =NSV 11804
GCVS V0498 Tel                  =NSV 11811
GCVS V0499 Tel                  =NSV 11831
GCVS V0500 Tel                  =NSV 11941
GCVS V0501 Tel                  =NSV 12098
GCVS V0502 Tel                  =NSV 12134
GCVS V0503 Tel                  =NSV 12148
GCVS V0504 Tel                  =NSV 12324
GCVS V0505 Tel                  =NSV 12530
GCVS V0506 Tel                  =NSV 12537
GCVS V0507 Tel                  =NSV 12580
GCVS V0508 Tel                  =NSV 12592
GCVS V0510 Tel                  =NSV 12644
GCVS V0511 Tel                  =NSV 12807
GCVS V0512 Tel                  =NSV 12817
GCVS V0513 Tel                  =NSV 12849
GCVS V0514 Tel                  =NSV 12923
GCVS V0515 Tel                  =NSV 12937
GCVS V0516 Tel                  =NSV 12938
