HIP   |HD    |BD         |HR  |Fl |Bayer|Comp  |RA          |Dec         |Px    |pmRA    |pmDe    |SpType                    |RV     |mB    |mV   |mI    |B-V   |Cst|Star name                 |FlN    |BaN      |
 88274|159517|CP-85   469|6552|   |     |      |270.39253880|-85.21447618| 14.80|   -4.34| -145.20|F5IV                      | -11.20| 9.510| 8.54| 7.780| 0.970|Hyi|                          |       |         |
 88277|164824|BD+33 3009 |6737|   |     |A     |270.39953435| 33.31121805|  2.32|   23.40|   20.50|K4III                     | -11.60| 6.329| 6.34| 6.332|-0.011|Cas|                          |       |         |
 88290|164577|BD+01 3560 |6723|68 |     |AB    |270.43828976|  1.30510939| 11.15|   12.90|  -17.00|A0Vn                      |   6.00| 2.820| 2.66| 2.500| 0.160|Cas|                          |68Cas  |         |
 88294|164245|CD-36 12115|6708|   |     |      |270.45126616|-36.37780293|  4.95|   -7.46|  -24.39|B7/8 II/III               |  14.30| 7.848| 6.50| 5.338| 1.348|Cet|                          |       |         |
 88298|164402|BD-22 4503 |6716|   |     |AB    |270.47658705|-22.78029073| -0.14|   -0.10|   -2.00|B0 IAB/B                  |   4.20|10.990|10.42| 9.759| 0.570|Scl|                          |       |         |
 88331|164852|BD+20 3649 |6738|96 |     |*     |270.59604040| 20.83364839|  3.47|    0.10|   -8.00|B3V                       | -16.00| 8.420| 8.12| 7.822| 0.300|And|                          |96And  |         |
 88346|164900|BD+22 3260 |6741|97 |     |      |270.62564721| 22.92324293|  4.28|   -2.11|   -6.34|B5V                       | -36.00| 7.678| 6.57| 5.622| 1.108|Cet|                          |97Cet  |         |
 88374|164716|BD-05 4560 |6732|   |     |      |270.69278814| -5.35804653|  5.94|    2.90|  -16.51|B9 IV                     | -16.90|11.023| 9.46| 8.051| 1.563|Scl|                          |       |         |
 88380|164584|CD-24 13793|6724|7  |     |      |270.71290808|-24.28242478|  3.02|    1.20|  -17.55|F2II-III                  | -11.20| 5.767| 4.72| 3.832| 1.047|Cas|                          |7Cas   |         |
 88396|164637|BD-22 4516 |6727|   |     |A     |270.75713036|-22.71848645| -0.87|    0.00|   -4.10|B0 IB/II                  |  -7.00| 8.610| 7.86| 7.196| 0.750|Phe|                          |       |         |
 88404|164764|BD-08 4549 |6733|69 |Tau  |AB    |270.77046093| -8.18025776| 19.48|    8.80|  -48.40|F5V+...                   | -38.39|11.820|10.63| 9.612| 1.190|Psc|                          |69Psc  |TauPsc   |
 88415|165358|BD+48 2627 |6753|   |     |A     |270.78697476| 48.46423659|  6.07|   17.20|   13.90|A2V                       | -13.40| 7.261| 7.21| 7.160| 0.051|Psc|                          |       |         |
 88429|165029|BD+19 3508 |6744|   |     |      |270.81068927| 19.61315789|  8.56|   -4.22|   -1.31|A0V                       | -32.00| 9.438| 8.06| 6.850| 1.378|Phe|                          |       |         |
 88469|164794|CD-24 13814|6736|9  |     |*     |270.96851889|-24.36072606|  0.49|    0.36|   -1.56|O4V                       |  10.70|10.112| 9.04| 8.109| 1.072|Cas|                          |9Cas   |         |
 88522|165174|BD+01 3578 |6747|   |V986 |      |271.15565489|  1.91900684| -1.26|    0.14|   -6.18|B0/0.5 Ib                 |  17.00|10.075| 9.36| 8.655| 0.715|Cet|                          |       |V986Cet  |
 88528|165373|BD+23 3254 |6754|   |     |      |271.16749326| 23.94217080| 16.24|   13.20|  -69.60|F0IV                      | -33.00| 8.370| 7.11| 6.008| 1.260|Cet|                          |       |         |
 88533|165567|BD+40 3276 |6764|   |     |      |271.17991052| 40.08412492| 19.74|   25.90|   23.76|F7V                       |   3.90| 8.490| 7.59| 6.783| 0.900|Cet|                          |       |         |
 88550|164870|CD-35 12229|6739|   |     |A     |271.20995752|-35.90136016|  9.47|  -15.20|  -34.01|K2 III                    | -16.00|12.633|11.01| 9.600| 1.623|And|                          |       |         |
 88565|165645|BD+41 2968 |6767|   |     |A     |271.25339289| 41.94605135| 17.44|  -14.90|   94.00|F0   V                    | -15.30| 6.840| 6.34| 5.800| 0.500|And|                          |       |         |
 88567|164975|CD-29 14447|6742|   |W    |A     |271.25509380|-29.58007620|  1.57|    3.63|   -4.68|G0 IB/II                  | -28.04| 9.206| 8.39| 7.731| 0.816|Hyi|                          |       |WHyi     |
 88599|162337|CP-81   799|6646|   |     |      |271.36143137|-81.48644846|  3.97|   28.00|  -48.28|K3/4III                   |  -3.30| 9.321| 8.84| 8.436| 0.481|Scl|                          |       |         |
 88601|165341|BD+02 3482 |6752|70 |P    |AB    |271.36338620|  2.50243905|196.72|  276.30|-1091.80|K0- V                     |  -6.87|13.325|11.96|10.000| 1.365|Psc|                          |70Psc  |PPsc     |
 88604|165524|BD+21 3300 |6763|   |     |      |271.37553927| 21.64661956|  6.88|   11.31|   -0.02|K3III:                    | -37.56| 5.745| 5.35| 4.932| 0.395|Psc|                          |       |         |
 88635|165135|CD-30 15215|6746|10 |Gam  |      |271.45218573|-30.42365016| 33.67|  -56.90| -184.90|K1III                     |  22.00| 8.509| 8.12| 7.686| 0.389|Cet|Nash                      |10Cet  |GamCet   |
 88636|165683|BD+32 3047 |6768|   |     |      |271.45665831| 32.23072209|  4.71|   18.54|  -19.88|K0III                     |  -0.55|10.452| 9.93| 9.425| 0.522|Hyi|                          |       |         |
 88657|165625|BD+22 3273 |6765|98 |     |      |271.50795324| 22.21889175|  4.42|  -12.76|   -5.60|M3-SIII                   | -19.48| 7.491| 7.23| 6.967| 0.261|And|                          |98And  |         |
 88670|165402|BD-08 4558 |6755|   |     |AB    |271.53083715| -8.32391506|  6.30|   -7.90|  -20.10|B2 II/III                 | -23.00| 9.260| 8.30| 7.491| 0.960|Psc|                          |       |         |
 88671|165462|BD-00 3414 |6757|   |     |      |271.53100209| -0.44609766|  4.65|  -22.01|  -12.30|G8/K3 (V)                 |  -9.50| 6.500| 5.98| 5.444| 0.520|And|                          |       |         |
 88684|165438|BD-04 4395 |6756|   |     |      |271.56297361| -4.75117755| 27.20|  142.83|  -31.29|K0 IV                     | -26.75| 8.847| 8.14| 7.463| 0.707|Cet|                          |       |         |
 88694|165185|CD-36 12214|6748|   |     |      |271.59851382|-36.01980791| 56.97|  105.40|    7.91|G1V                       |  15.00| 9.329| 9.26| 9.158| 0.069|And|                          |       |         |
 88714|165024|CD-50 11720|6743|   |The  |      |271.65782837|-50.09145456|  4.01|   -6.90|  -12.60|B2 IB                     |   3.40| 7.387| 6.44| 5.609| 0.947|Psc|                          |       |ThePsc   |
 88726|165189|CD-43 12272|6749|   |     |AB    |271.70785209|-43.42496215| 23.90|   13.80| -105.30|A5 V                      |  -7.80| 8.947| 8.37| 7.780| 0.577|Cet|                          |       |         |
 88732|166207|BD+50 2525 |6790|   |     |      |271.72280278| 50.82259880|  7.83|    2.30|   92.90|K0III                     | -57.80|10.181| 9.74| 9.282| 0.441|Cet|                          |       |         |
 88745|165908|BD+30 3128 |6775|99 |B    |AB    |271.75669864| 30.56186845| 63.93| -100.32|  110.08|F9V metal-weak            |   1.40| 7.661| 6.42| 5.407| 1.241|Cet|                          |99Cet  |BCet     |
 88754|166228|BD+49 2732 |6792|   |     |AB    |271.77622647| 49.71039292|  4.52|   -0.40|   26.10|A0Vnp                     | -21.00| 8.305| 7.76| 7.176| 0.545|Cep|                          |       |         |
 88760|165516|BD-21 4855 |6762|   |     |      |271.79730499|-21.44393267|  1.39|    0.60|   -3.00|B1/2 IB                   |  -8.50|10.020| 9.35| 8.674| 0.670|Scl|                          |       |         |
 88765|165760|BD+08 3582 |6770|71 |     |      |271.82647634|  8.73379387| 11.96|    8.32|   29.49|G8III                     |  -3.40|10.960| 9.81| 8.772| 1.150|Psc|                          |71Psc  |         |
 88771|165777|BD+09 3564 |6771|72 |     |AB    |271.83758628|  9.56365363| 37.55|  -62.17|   79.66|A5V                       | -23.90| 8.674| 7.46| 6.393| 1.214|Scl|                          |72Scl  |         |
 88788|166208|BD+43 2892 |6791|   |     |      |271.86974384| 43.46203217|  7.96|   -6.20|  -56.10|G8III CN-1 CH-3           | -14.72| 9.800| 8.57| 7.515| 1.230|Psc|                          |       |         |
 88794|166014|BD+28 2925 |6779|103|Omi  |AB    |271.88562808| 28.76247029|  9.65|    0.00|    8.52|A0II-III                  | -29.50|10.193| 9.68| 9.128| 0.513|Phe|                          |103Phe |OmiPhe   |
 88814|165910|BD+13 3529 |6776|   |     |A     |271.95145599| 13.07109085|  5.34|    6.90|    7.60|A0Vn                      | -17.00| 9.690| 8.39| 7.256| 1.300|Psc|                          |       |         |
 88815|164871|CP-64  3796|6740|   |     |      |271.95156063|-64.55003745|  6.55|   -8.62|  -56.86|K2/3III                   | -22.10| 8.709| 7.74| 6.885| 0.969|Cas|                          |       |         |
 88816|165687|BD-17 5028 |6769|   |     |      |271.95168244|-17.15430071| 12.97| -103.81|   59.02|K1III                     | -32.40|11.760|11.78|11.780|-0.020|Hyi|                          |       |         |
 88817|166046|           |6782|100|     |B     |271.95629076| 26.09726778| 25.92|  -10.20|   26.40|A3V                       | -16.00|11.138|11.13|10.965| 0.008|Cet|                          |100Cet |         |
 88818|166045|BD+26 3178 |6781|100|     |A     |271.95651031| 26.10122114| 14.27|   -6.60|   27.80|A3V                       | -17.00|10.720|10.47|10.213| 0.250|Eri|                          |100Eri |         |
 88836|166229|BD+36 3027 |6793|   |     |      |272.00961381| 36.40171657| 15.72|  -95.18| -186.19|K2III                     |  -7.93|10.082| 9.51| 8.800| 0.572|Cas|                          |       |         |
 88839|165634|CD-28 14174|6766|   |     |      |272.02067893|-28.45701634|  9.62|   25.16|  -31.20|G7:IIIb CN-1 CH-3.5       |  -4.87|13.147|11.68| 9.800| 1.467|Psc|                          |       |         |
 88859|165493|CD-45 12215|6759|   |     |AB    |272.12546032|-45.76697282|  3.68|    0.40|  -19.10|B7/8 II                   | -35.00|10.106| 8.87| 7.792| 1.236|Psc|                          |       |         |
 88862|166095|BD+14 3427 |6784|   |     |      |272.14058038| 14.28471725|  6.39|   -5.32|    0.04|A5   M                    | -11.10| 6.606| 5.50| 4.582| 1.106|Psc|                          |       |         |
 88866|165040|CP-63  4292|6745|   |Pi.  |      |272.14496204|-63.66804844| 25.09|   17.20| -201.00|A7P SR                    | -15.60| 7.287| 6.90| 6.487| 0.387|And|                          |       |PiAnd    |
 88886|166182|BD+20 3674 |6787|102|     |A     |272.18955257| 20.81457206|  3.56|   -2.40|   -7.10|B2.5III                   | -14.90|11.220| 9.42| 8.160| 1.800|Cas|                          |102Cas |         |
 88899|166230|BD+20 3675 |6794|101|     |      |272.22024322| 20.04528389|  9.92|    8.48|  -21.00|A6V                       | -16.40| 9.018| 7.65| 6.457| 1.368|Phe|                          |101Phe |         |
 88905|165814|CD-25 12793|6773|   |     |A     |272.22518349|-25.47303529|  0.87|   -4.60|   -7.70|B3/5 IV                   |  -6.00| 7.765| 6.75| 5.891| 1.015|Psc|                          |       |         |
 88929|166411|BD+30 3138 |6799|   |     |      |272.29242519| 30.46919284|  8.10|   73.48|  138.81|K1III:                    | -83.83| 8.836| 8.22| 7.617| 0.616|Cas|                          |       |         |
 88947|165793|CD-36 12265|6772|   |     |      |272.34375867|-36.67251840| -0.55|   -1.13|   -5.58|B1/2 IB                   |  33.70| 9.893| 8.71| 7.671| 1.183|Psc|                          |       |         |
 88964|166233|BD+03 3610 |6795|73 |     |AB    |272.39110053|  3.99328660| 18.25|   46.20|   -7.00|F3 V                      |  -8.80|10.029| 9.04| 8.169| 0.989|Scl|                          |73Scl  |         |
 88972|166620|BD+38 3095 |6806|   |     |      |272.40688330| 38.45891533| 90.71| -316.53| -468.44|K2V                       | -19.40| 8.637| 8.34| 8.027| 0.297|Cet|                          |       |         |
 88981|166103|BD-13 4863 |6785|   |     |      |272.43071313|-13.93442694|  3.95|   14.92|   -4.14|K1 II                     | -20.50| 9.942| 8.65| 7.529| 1.292|Psc|                          |       |         |
 89000|166285|BD+03 3613 |6797|   |     |AB    |272.47502303|  3.12029691| 21.31|   14.24| -192.67|F5 V                      | -14.12| 9.075| 8.92| 8.775| 0.155|Scl|                          |       |         |
 89006|165497|CP-59  7231|6760|   |     |A     |272.48996306|-59.04017530|  5.00|  -24.80|   -3.60|K4III                     |  -9.90| 9.167| 8.80| 8.347| 0.367|Cas|                          |       |         |
 89008|166640|BD+36 3039 |6807|   |     |      |272.49577653| 36.46625695|  8.28|   12.71|   11.03|G9III                     | -24.00| 9.135| 8.41| 7.713| 0.725|Scl|                          |       |         |
 89010|165978|CD-32 13814|6777|   |     |      |272.49984192|-32.71927057|  9.28|    1.54| -149.97|K0 III                    |  10.10| 7.480| 7.55| 7.587|-0.070|And|                          |       |         |
 89020|166023|CD-30 15316|6780|   |     |AB    |272.52418937|-30.72859765|  7.26|    7.10|  -38.30|K1 III + (F)              | -21.50| 9.298| 8.26| 7.367| 1.038|Cet|                          |       |         |
 89023|166479|BD+16 3390 |6803|   |     |AB    |272.53636922| 16.47661719|  3.79|   -1.01|  -13.33|B9V+...                   | -12.90|10.198|10.00| 9.808| 0.198|Cas|                          |       |         |
 89042|165499|CP-62  5797|6761|   |Iot  |      |272.60941410|-62.00276770| 56.78|  -81.50|  221.20|G0V                       |  30.60| 5.831| 5.51| 5.177| 0.321|Cet|                          |       |IotCet   |
 89047|167042|BD+54 1950 |6817|   |     |      |272.63138423| 54.28595220| 19.91|  107.95|  247.35|K1III                     | -18.01| 9.606| 8.47| 7.502| 1.136|Phe|                          |       |         |
 89065|166460|BD+03 3620 |6800|   |     |      |272.66786999|  3.32426851|  8.09|   18.61|   -4.88|K2III                     |   5.86|11.496|10.29| 9.183| 1.206|Cet|                          |       |         |
 89086|166197|CD-33 12917|6788|   |     |      |272.73060980|-33.80006805| -0.53|    3.22|   -0.16|B2 II/III                 | -25.00| 6.530| 6.59| 6.602|-0.060|Psc|                          |       |         |
 89096|166006|CD-47 12098|6778|   |     |AB    |272.76836418|-47.51304793|  5.75|   -2.50|  -28.70|K1 IIICNII                | -14.90| 8.069| 7.52| 6.969| 0.549|And|                          |       |         |
 89099|166114|CD-41 12491|6786|   |     |      |272.77306716|-41.35902044| 12.09|   31.83|  -38.32|A8IV                      |  -4.00| 9.063| 8.07| 7.221| 0.993|And|                          |       |         |
 89104|167387|BD+60 1813 |6827|   |     |      |272.77984088| 60.40952137|  6.63|   -6.63|    4.11|B9.5Vnp                   | -18.00|10.065| 8.65| 7.392| 1.415|Psc|                          |       |         |
 89112|166063|CD-45 12251|6783|   |Eps  |A     |272.80740089|-45.95432714|  7.80|  -18.90|  -37.90|K0 III                    | -26.30|10.160| 9.59| 8.986| 0.570|Hyi|                          |       |EpsHyi   |
 89114|166393|BD-19 4886 |6798|   |     |AB    |272.81161286|-19.84188335|  9.85|    1.00|  -24.90|A3IV                      | -31.60| 8.547| 7.53| 6.645| 1.017|Phe|                          |       |         |
 89115|164712|CD-75  1016|6731|   |     |A     |272.81567427|-75.89079434| 13.28|   16.82| -294.95|K2III                     |  14.80|11.940|10.84| 9.855| 1.100|Hyi|                          |       |         |
 89153|166464|CD-23 14047|6801|11 |     |A     |272.93053318|-23.70116778| 12.74|   10.70|  -27.80|K0 III                    |   4.40|10.309| 9.67| 9.044| 0.639|Scl|                          |11Scl  |         |
 89156|166988|BD+33 3044 |6814|   |     |ABC   |272.93796503| 33.44702771|  4.21|   13.55|   12.56|A2III                     | -19.00| 9.020| 6.57| 3.909| 2.450|Scl|                          |       |         |
 89172|167006|BD+31 3199 |6815|104|A    |      |272.97569537| 31.40528844|  5.99|  -14.71|   25.02|M3III                     |  -1.19| 8.019| 6.67| 5.506| 1.349|Phe|                          |104Phe |APhe     |
